oclc	authorName	authorDates	ENDFullTitle	pubLocationStatement	pubDateTranscribed	format	formatStatement	paratextTitleControlled	epigraphBoolean	narrativeFormPrimary	narrativeFormAdditional	nonProseForms	inscriptionBoolean	marginaliaBoolean	translationClaimControlled	titleOtherWorks	titleNouns	titleAdjectives	titlePlaces	titleNames	titleVerbs	titleObjects	titleAdverbs	catalogedBy
260734	Williams, John,	1664-1729.	The captivity and deliverance of Mr. John Williams, pastor of the church in Deerfield, and Mrs. Mary Rowlandson, of Lancaster, who were taken, together with their families and neighbors, by the French and Indians, and carried into Canada. Written by themselves.	Brookfield,	1811			Dedication, Preface	0	Epistolary			1	0			captivity, deliverance, pastor, church, family, neighbor, French, Indian, captivity, deliverance, French, Indian		Deerfield, Lancaster, Canada, Lancaster	Mr. John Williams, Mrs. Mary Rowlandson, Mrs. Mary Rowlandson				
260735	Brunton, Mary,	1778-1818.	Self-control.	Edinburgh	1811			Dedication	1	Third-person			0	0			Self-control							
260736	Byron, Medora Gordon.		The alderman and the peer; or, the ancient castle & modern villa. In three volumes. By Miss Byron, author of The Englishwoman, Hours of affluence and Days of indigence, &c. Vol. I.	London	1810.0	Duodecimo	In three volumes.		1	Third-person			0	0			alderman, peer, castle, villa, author, Englishwoman, hour, affluence, days, indigence	ancient, modern		Miss Byron				
260737			The Englishman in Paris; a satirical novel. Vol. I.	London	1819.0	Duodecimo	In three volumes.		1				0	0			Englishman, novel, sketch, character, capital	satirical, remarkable	Paris					
260738	Byron, Medora Gordon.		Celia in search of a husband: by a modern antique. In two volumes. Third edition. Vol. I.	London	1819.0	Duodecimo			0				0	0										
260740	Brunton, Mary,	1778-1818.	Discipline	Edinburgh	1814.0	Octavo		Preface, Note	1	First-person			0	0			discipline, novel, author, self-control							
260741	More, Hannah,	1745-1833.	The works of Hannah More, including several pieces never before published. Vol. I.	Philadelphia	1818	Duodecimo		Table of contents, Table of contents, Table of contents, Table of contents, Table of contents, Table of contents, Table of contents, Table of contents, Preface, Dedication, Dramatis personae, Advertisement, Introduction, Dedication, Dedication, Preface	1	Third-person		Poem(s), Play(s)	1	0			work, piece, drama, person, subject, Bible, story, person, rank, tale, people, thought, importance, manner, society, stricture, system, education, view, principle, conduct, women, rank, fortune, piety, influence, religion, heart, conduct, life, hint, character, princess, Christian, moral	several, sacred, young, middle, common, great, general, modern, female, practical, young		Hannah More, Hannah More				
260742	Grant, Anne MacVicar,	1755-1838.		London	1813.0				0				0	0			letters, mountains, correspondence, lady, years	real						
260743	Cunningham, J. W.	1780-1861.	A world without souls, and the velvet cushion by J.W. Cunningham, A.M. Vicar of Harrow	Albany	1815		2 volumes in one book.	Preface, Dedication, Note, Dedication, Preface	0	Third-person	First-person		0	0			world, souls, cushion, Vicar	velvet	Harrow	J.W. Cunningham				
260744	Cunningham, J. W.	1780-1861.		Albany	1815				0				0	0										
260745			An interesting account of the voyages and travels of Captains Lewis and Clarke, in the years 1804-5, & 6.  Giving a faithful description of the river Missouri and its source--of the various tribes of Indians through which they passed--manners and customs--soil--climate--commerce--gold and silver mines--animal and vegetable productions: interspersed with very entertaining anecdotes, and a variety of other useful and pleasing information, remarkably calculated to delight and instruct the readers. To which is added a complete dictionary of the Indian tongue.  By William Fisher, Esq.	Baltimore	1813.0			Recommendation, Message, Introduction, Profit statement	0	First-person			1	0			account, voyage, travels, captain, year, description, river, source, tribe, Indians, manner, custom, soil, climate, commerce, gold, silver, mine, animal, vegetable, production, anecdote, information, readers, dictionary, tongue	interesting, faithful, various, entertaining, useful, pleasing, complete, Indian	Missouri	Lewis, Clarke, William Fisher, Esq.				
260747	West,	1758-1852.	"Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c. In four volumes.  Vol. I."	London	1814.0	Duodecimo	In four volumes.	Preface	1	Third-person			0	0			romance, author, loyalists	historical		Alicia de Lacy				
260748	Helme, Elizabeth,	d. 1816.		London	1811.0				0				0	0										
260749	Swift, Jonathan,	1667-1745.		Edinburgh	1814.0				0				0	0										
260750	Swift, Jonathan,	1667-1745.		Edinburgh	1814.0				0				0	0										
260751	Louis Bonaparte,	1778-1846.	Maria; or, the Hollanders: by Louis Buonaparte.  In three volumes.  Vol. I.	London	1815.0	Duodecimo	In three volumes.	Preface	0	Epistolary			0	0			Hollander			Maria, Louis Buonaparte				
260752	Wall, Anton	1751-1821	Amatonda. A Tale, From the German of Anton Wall.	London	1811			Dedication, To the reader, Advertisement, Note	0	Third-person			0	0	Translation		tale, German			Amatonda, Anton Wall				
260753				Plattsburgh [NY]	1811.0				0				0	0										
260754				Poughkeepsie [N.Y.] :	1811				0				0	0										
260755	Foster, Hannah Webster,	1759-1840.	The coquette; or, the history of Eliza Wharton. A novel: founded on fact. By a lady of Massachusetts. Third edition. Published according to Act of Congress.	Newburyport:	1811				0	Epistolary			1	0			coquette, history, novel, fact, lady		Massachusetts	Eliza Wharton				
260756	Irving, Washington,	1783-1859.		London	1811.0				0				0	0										
260757	Parker, Emma.		Elfrida, heiress of Belgrove. A novel, in four volumes.  By Emma Parker. Vol. I.	London	1811.0	Duodecimo	In four volumes.		1	Third-person	First-person		0	0			heiress, novel		Belgrove	Elfrida, Emma Parker				
260758	Rose, Edward H.		The sea-devil. A romance.	Plymouth Dock :	1811.0	Duodecimo		Preface	0	Third-person	First-person		0	0			sea-devil, son, bellows-mender, romance, day, seaman	tragi-comic, present		Edward Rose				
260759	Klopstock, Friedrich Gottlieb,	1724-1803.	The messiah: From the German of Klopstock. The first sixteen books by Mrs. Collver, and the three last by Mrs. Meeke. To which is prefixed, an introduction on divine poetry. In two volumes. Vol. I.	London	1811.0	Duodecimo		Essay, Introduction, Argument, Postscript, Explanatory Note	0	First-person			1	0	Translation		messiah, book, introduction, poetry, volume, volume	German, first, sixteen, three, last, divine, two		Klopstock, Mrs. Collver, Mrs. Meeke				
260760	Nares, Edward,	1762-1841.	Think's-I-to-myself, &c.	London	1811		In two volumes.		0	First-person			0	0			tale, addition	serio-ludicro, tragico-comico		Think's-I-to-myself, Think's-I-to-myself				
260761	Nares, Edward,	1762-1841.	Think's-I-to-myself, &c.	London	1811.0		In two volumes		0	First-person			1	0			tale, addition	serio-ludicro, tragico-comico		Think's-I-to-myself, Think's-I-to-myself				
260762	West,	1758-1852.	"The refusal. By the author of the ""Tale of the times,"" ""Infidel father,"" &c. Vol. I."	London	1810.0				1	Third-person	First-person		0	0			refusal, author, tale, time, father, refusal, author, tale, time, father, refusal, author, tale, time, father	infidel, infidel, infidel						
260763	Swift, Jonathan,	1667-1745.	A tale of a tub, written for the universal improvement of mankind. To which is added, an account of a battle between the ancient and modern books in st. James's Library. With the author's apology, and explanatory notes, by W. Wotton, B.D. and others.	London	1811			Apology, Postscript, Dedication, To the reader, Dedication, Preface, Introduction, Conclusion, To the reader, Preface, Advertisement, Explanatory Note	1	First-person	Third-person		0	0			tale, tub, improvement, mankind, account, battle, books, Apology, notes, others, account, Battle, Friday, Books, digression, original, use, improvement, madness, commonwealth, Discourse, operation, Spirit, Letter, friend, Fragment	universal, ancient, modern, explanatory, Full, true, Ancient, Modern, mechanical	St. James's Library, St. James's Library	W. Wotton, B.D.				
260764	Fowler, George.			Philadelphia	1810.0				0				0	0										
260765				Philadelphia	1810				0				0	0			farm, account, riches, she, industry, life, reader, death, hymn, epitaph, tomb, stone	great, good, sudden		Dame Partlet	obtained			
260766				New York	1810.0				0				0	0										
260767	Barrett, Eaton Stannard,	1786-1820.		London	1811.0				0				0	0			metropolis, cure, gaming, anecdotes, characters, life	living, high		Cervantes Hogg				
260768	Cottin,	1770-1807.		New York	1810.0				0				0	0			crusade, romance, French, introduction	historical		Saracen, Matilda, Malek Adhel, Madame Cottin, J. Michaud				
260769	Brown, Charles Brockden,	1771-1810.		London	1811.0				0				0	0										
260770	Hunter, Rachel,	1754-1813.		London	1810.0				0				0	0			Letters, daughter, morality, narratives	entertaining		Mrs. Palmerstone, Mrs. Hunter				
260771	Cottin,	1770-1807.		London	1810.0	Duodecimo		Dedication, Preface	0	Third-person			0	0										
260772	Porter, Anna Maria.	1780-1832.	The lake of Killarney: a novel, in two volumes. By Anna Maria Porter, author of Octavia, Walsh Colville, &c. &c.	Philadelphia	1810			Dedication	1	Third-person	Dramatic dialogue		0	0		Octavia, Walsh Colville	lake, novel, volumes		Killarney	Anna Maria Porter				
260773	Johnson, Samuel,	1709-1784.	Rasselas, a tale. By Samuel Johnson, LL.D.	Oxford	1816.0			About the author	0	Third-person			0	1										
260774	Smith, Charlotte Turner,	1749-1806.	The old manor house, a novel, by Charlotte Smith.  a new edition, in two volumes. Vol. I.	London	1810.0	Duodecimo	In two volumes.		0	Third-person			0	0			manor, house, novel, edition	old, new		Charlotte Smith				
260775	Cuthbertson, Catherine,	fl. 1803-1830.	Forest of Montalbano	London	1810.0	Duodecimo	In four volumes.		0	Third-person	Letters		0	0			Forest, novel, author, Romance		Montalbano, Pyrenees	Santo Sebastiano				
260776			Anne of Brittanny: an historical romance.  In three volumes. Vol. I.	London	1810	Duodecimo	In three volumes.	Preface, Note	1	Third-person			0	0			romance	historical	Brittanny	Anne of Brittanny				
260777	Lady.		Julia de Vienne. A novel. In four volumes. Imitated from the French, by a lady. Vol. I.	London	1811	Duodecimo	In four volumes.	Dedication	0	Third-person			0	0			novel, lady	French		Julia de Vienne				
260778	Goulburn, Edward,	1787-1868.		London	1811.0				0				0	0										
260779			Bath and London; or, scenes in each. A novel. In four volumes. Vol. I.	London	1811.0	Duodecimo	In four volumes.		1	Third-person	Epistolary		1	0			scene, novel			Bath, London				
260780	Walsh,		The officer's daughter; or, A visit to Ireland in 1790. By the daughter of a captain in the Navy, deceased.  In four volumes. Vol. I.	London	1810.0	Duodecimo	In four volumes.	Dedication	0	Third-person			0	0			officer, daughter, visit, daughter, captain, Navy		Ireland					
260781			The avenger; or, the Sicilian vespers: a romance of the thirteenth century, not inapplicable to the nineteenth.  In three volumes.  Vol. I.	London	1810.0	Duodecimo	In three volumes.		0	Third-person			0	0			avenger, vesper, romance, century	Sicilian						
260782	Austen, Jane,	1775-1817.		London	1816.0				0				0	0										
260783	Austen, Jane,	1775-1817.	"Mansfield park: a novel.  in three volumes.  By the author of ""Pride and prejudice."" Vol. I. Second edition."	London	1816.0	Duodecimo	In three volumes.		0	Third-person	Epistolary		0	0			novel, author, pride, prejudice			Mansfield park				
260784	Austen, Jane,	1775-1817.		London	1814.0				0				0	0		Sense and sensibility, Pride and prejudice	novel, volumes		Mansfield Park					
260785	Austen, Jane,	1775-1817.		London	1811.0				0				0	0										
260786	Shelley, Mary Wollstonecraft,	1797-1851	Frankenstein; or, The modern Prometheus.	London	1818.0	Duodecimo	In three volumes.	Dedication, Preface	1	First-person	Epistolary		0	0				modern		Frankenstein, Prometheus				
260787	Friend to St. Peter.			Boston	1810.0				0				0	0										
260788	Lamb, Charles,	1775-1834.	Tales from Shakespeare.	Philadelphia	1813.0	Duodecimo	In two volumes.	Table of contents	0	Third-person			1	0			tale, persons	young		Shakespeare, Shakespeare, Charles Lamb				
260789	T. B.			London	1819.0				0				0	0			life, death, pranks, stealing, venison	pleasant	Edmonton	Merry Deuill, Smug the Smith, Sir John, George, T.B.				
260790			Shakespeare's jest book.	Chiswick	1814.0	Octavo		Advertisement, Dedication, Dedication, To the reader, Glossary, Glossary, Table of contents, Table of contents, Table of contents, Table of contents, Table of contents, Table of contents, Advertisement, Note	1		Third-person, First-person		0	0			jest, book, Supplement, tale, answere, tale, question, answere	quicke, Merry, wittie, quick, very, pleasant		Shakespeare's				
260791	Ellis, George,	1753-1815.		London	1811.0				0				0	0										
260792	Harington, John,	1560-1612.		Chiswick	1814.0				0				0	0		Anatomy and Apology, Ulysses upon Ajax.	metamorphosis, satire	cloacinean		Ajax				
