htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
mdp.39015078548693,1019412,3352390,,"Berington, Simon,","London;Printed for T. Cooper, at the Globe in Pater-Noster row;1737.",1737,enk,,"Utopias;Voyages, Imaginary",The memoirs of Sig Gaudentio di Lucca,0.52,166,364,1,s,1737,    ,1737
mdp.39015078559823,1423364,23637879,,"Swift, Jonathan,","Dublin;Printed by G. Faulkner;1737-38 (v. 2, '37)",1737,ie ,v.3,,"The works of J.S,D.D,D.S.P.D",0.51,184,426,1,m,1737,1738,1737-1738
njp.32101037602396,9471512,41220522,,,London;Printed for E. Parker;1738.,1738,enk,,,The history of Mademoiselle de St. Phale;,0.64,153,248,1,s,1738,    ,1738
uc2.ark+=13960=t80k27z1j,7655917,12887526,,"Clarke, Alured,",London;J. and P. Knapton;1738.,1738,enk,,"Caroline;1683-1737;consort of George II, King of Great Britain","An essay towards the character of Her late Majesty Caroline, Queen-Consort of Great Britain, & c",0.64,34,56,1,s,1738,    ,1738
mdp.39015014802865,1359519,23633834,,"PÃ©tis de La Croix, FranÃ§ois,","London;Printed for Richard Ware, at the Bible and Sun in Amen-Corner;MDCCXXIX [1739",1739,enk,v.2,Persian literature;Translations into English,"The Persian and Turkish tales, compleat",0.89,409,434,1,s,1739,    ,1739
mdp.39015063915196,284562,23630219,,"Cibber, Theophilus,",London;Printed for T. Read;1739.,1739,enk,,"1714-1766;Cibber, Susannah Maria Arne",Four original letters,0.67,36,56,0.999,s,1739,    ,1739
njp.32101075727758,1359519,23633834,,"PÃ©tis de La Croix, FranÃ§ois,","London;Printed for Richard Ware, at the Bible and Sun in Amen-Corner;MDCCXXIX [1739",1739,enk,v.1,Persian literature;Translations into English,"The Persian and Turkish tales, compleat",0.89,437,464,1,s,1739,    ,1739
njp.32101075727766,1359519,23633834,,"PÃ©tis de La Croix, FranÃ§ois,","London;Printed for Richard Ware, at the Bible and Sun in Amen-Corner;MDCCXXIX [1739",1739,enk,v.2,Persian literature;Translations into English,"The Persian and Turkish tales, compleat",0.89,404,430,1,s,1739,    ,1739
nnc1.0037104098,8398354,12716554,,"Challes, Robert,","London;Printed for D. Midwinter, A Bettesworth, [etc.;1739.",1739,enk,v.1,,The illustrious French lovers;,0.8,266,306,1,s,1739,    ,1739
nnc1.0113360361,8401344,13275630,,"Aubin, Penelope,",London;Printed for D. Midwinter ... [and 13 others;1739.,1739,enk,v.3,,"A collection of entertaining histories and novels, designed to promote the cause of virtue and honour",0.9,320,330,1,s,1739,    ,1739
nnc1.0113360370,8401344,13275630,,"Aubin, Penelope,",London;Printed for D. Midwinter ... [and 13 others;1739.,1739,enk,v.2,,"A collection of entertaining histories and novels, designed to promote the cause of virtue and honour",0.89,307,322,1,s,1739,    ,1739
nnc1.0114151715,8398354,12716554,,"Challes, Robert,","London;Printed for D. Midwinter, A Bettesworth, [etc.;1739.",1739,enk,v.2,,The illustrious French lovers;,0.84,345,358,1,s,1739,    ,1739
hvd.hn3g1z,9707499,6205979,,"Cervantes Saavedra, Miguel de,",London;Printed for D. Midwinter ... [et al.;1740.,1740,enk,v.2,,"The history of the valorous and wity-knight-errant, Don-Quixote of the Mancha",0.9,296,304,1,s,1740,    ,1740
hvd.hn3g21,9707499,6205979,,"Cervantes Saavedra, Miguel de,",London;Printed for D. Midwinter ... [et al.;1740.,1740,enk,v.1,,"The history of the valorous and wity-knight-errant, Don-Quixote of the Mancha",0.89,297,316,1,s,1740,    ,1740
dul1.ark+=13960=t3hx26m59,10944009,15494118,,"Aulnoy,",London;Printed for H. Slater ... F. Noble ... J. Rowland ... T. Wright ... J. Duncan ...;1741.,1741,enk,,Pius;Pope;II;1405-1464,"The history of Hypolitus, earl of Douglas",0.81,332,376,1,s,1741,    ,1741
mdp.39015078559930,1423370,23637895,,"Swift, Jonathan,",Dublin;Printed by G. Faulkner;1741-51.,1741,ie ,v.3,,The works of Jonathan Swift,0.55,203,432,1,m,1741,1751,1741-1751
nnc1.0020355459,8393835,35199499,,,London;1741.,1741,enk,v.2,,Benedicta;,0.89,240,258,1,s,1741,    ,1741
nnc1.0020355475,8393835,35199499,,,London;1741.,1741,enk,v.1,,Benedicta;,0.89,266,280,1,s,1741,    ,1741
uc2.ark+=13960=t46q1tv2g,7664649,3491126,,"Lambert de Saumery, Pierre,","London;J. Hodges, J. Robinson, J. Wilcox and J. Brindley;1741.",1741,enk,,,The devil turn'd hermit,0.89,290,312,1,s,1741,    ,1741
mdp.39015078564260,1423682,23638682,,"Swift, Jonathan,",London.;Printed for C. Bathurst;1742.,1742,enk,,,Travels into several remote nations of the world,0.56,191,388,1,s,1742,    ,1742
mdp.39015078569129,1424984,2428147,,"Swift, Jonathan,",London;Printed for C. Bathurst;1742-46.,1742,enk,v.3,,Miscellanies,0.5,116,278,1,m,1742,1746,1742-1746
mdp.39015078569251,1424994,2428147,,"Swift, Jonathan,",London;Printed for C. Bathurst;1742-49.,1742,enk,v.3,,Miscellanies,0.53,123,268,1,m,1742,1749,1742-1749
uc2.ark+=13960=t10p1b78g,1015974,751918,"PQ6329.A2 1742 (Rare bk. Coll.) Cervantes Saavedra, Miguel de, 1547-1616.",,London;J. and R. Tonson [etc.;1742.,1742,enk,v.1,,The life and exploits of the ingenious gentleman Don Quixote de la Mancha,0.77,442,564,1,s,1742,    ,1742
uc2.ark+=13960=t15m63b2s,194812,4432944,DA490.M36 1742,"[Ralph, James]",London;Printed for T. Cooper;1742.,1742,enk,,"Account of the conduct of the dowager Duchess of Marlborough;1660-1744;Anne;1665-1714;Queen of Great Britain;Duchess of;Marlborough, Sarah Jennings Churchill",The other side of the question,0.5,200,478,1,s,1742,    ,1742
mdp.39015010967530,205668,1942158,,"Fielding, Henry,",London;Printed for A. Millar;1743.,1743,enk,v.2,,Miscellanies,0.59,230,433,1,s,1743,    ,1743
mdp.39015010967548,205668,1942158,,"Fielding, Henry,",London;Printed for A. Millar;1743.,1743,enk,v.3,,Miscellanies,0.75,341,439,1,s,1743,    ,1743
mdp.39015078547380,1014834,3395631,PQ1930.T9V73 1743,"Tyssot de Patot, Simon,",London;Printed for J. Watts;1743.,1743,enk,,"Utopias;Voyages, Imaginary",The travels and adventures of James Massey [pseud.],0.63,233,403,0.999,s,1743,    ,1743
mdp.39015078561258,1022063,62408276,PR3405.M3 1807,"Defoe, Daniel,",London;printed and sold by W. Meadows;1743,1743,enk,,"Malagasy language;Glossaries, vocabularies, etc",The adventures of Robert Drury,0.82,439,488,1,s,1743,    ,1743
mdp.39015078561266,1418829,23616832,,"Defoe, Daniel,","London;Printed, and sold by W. Meadows [etc.;1743.",1743,enk,,,"The pleasant, and surprizing adventures of Mr. Robert Drury, during his fifteen years captivity on the island of Madagascar",0.75,376,500,1,s,1743,    ,1743
njp.32101069179230,8979344,38623918,,"Gomez,",London;Printed for D. Browne ... [and 9 others;1743.,1743,enk,vol. 3,,La belle assemblÃ©e,0.88,250,270,1,s,1743,    ,1743
njp.32101069179248,8979344,38623918,,"Gomez,",London;Printed for D. Browne ... [and 9 others;1743.,1743,enk,vol. 2,,La belle assemblÃ©e,0.89,326,346,1,s,1743,    ,1743
ucm.5329215008,9272583,,,"Jurin, James,",London;printed for Jacob Robinson ...;1745.,1744,uk ,,Medicina;Early works to 1800;Medicine;Obras anteriores a 1800,"An epistle to John Ranby ... on the subject of his narrative of the last illness of the late Earl of Orford as far as it relates to Sir Edward Hulse, Dr. Jurin, and Dr. Crowe",0.75,25,32,1,s,1744,    ,1745
njp.32101072914839,9010720,15744910,,"Caylus, Anne Claude Philippe,",London;Printed for T. Trye ... W. Shropshire ... and M. Cooper ...;1745.,1745,enk,vol.2,,Oriental tales,0.83,257,276,1,s,1745,    ,1745
njp.32101072915216,9010720,15744910,,"Caylus, Anne Claude Philippe,",London;Printed for T. Trye ... W. Shropshire ... and M. Cooper ...;1745.,1745,enk,vol.1,,Oriental tales,0.77,218,268,1,s,1745,    ,1745
njp.32101074629229,9023031,16113858,,"PÃ¶llnitz, Karl Ludwig,",London;Printed for S. Birt ... and W. Sandby ...;1745.,1745,enk,vol. 2,Spa (Belgium);Health resorts;Belgium;Spa,"Les amusemens de Spa, or The gallantries of the Spaw in Germany",0.6,176,320,1,s,1745,    ,1745
njp.32101074629237,9023031,16113858,,"PÃ¶llnitz, Karl Ludwig,",London;Printed for S. Birt ... and W. Sandby ...;1745.,1745,enk,vol. 1,Spa (Belgium);Health resorts;Belgium;Spa,"Les amusemens de Spa, or The gallantries of the Spaw in Germany",0.54,134,282,1,s,1745,    ,1745
ucm.5329214998,9272573,,,,"London;printed for M. Cooper, at the Globe in Pater-noster-Row;1745.",1745,uk ,,Early works to 1800;Heridas de bala;Medicina;Medicine;Obras anteriores a 1800;Gunshoot wounds,"An expostulatory address to John Ranby ... occasioned by his Treatise on gunshot-wounds, and his Narrative of the Earl of Orford's last illness",0.64,41,68,1,s,1745,    ,1745
mdp.39015036785502,152786,23626933,,"Griffiths, Ralph,",London;Printed for G. Smith;1746?,1746,enk,,"Jacobite Rebellion, 1745-1746;Charles Edward;1720-1788;Prince, grandson of James II, King of England",Ascanius,0.54,36,73,1,s,1746,    ,1746
nyp.33433069349102,8646041,10624975,,,"London;Printed for G. Smith, and sold also by Mess. Grimky and Voguel ... and by all other booksellers in Great-Britain, Ireland and Holland;1746?",1746,enk,,"Jacobite Rebellion, 1745-1746;Charles Edward;1720-1788;Fiction;Prince, grandson of James II, King of England","Ascanius; or, The young adventurer",0.54,34,70,1,s,1746,    ,1746
hvd.hn3abu,9707551,11759725,PQ6329.A2 1747,"Cervantes Saavedra, Miguel de,",Dublin;Printed for P. Wilson;1747.,1747,ie ,vol.1,,The life and exploits of the ingenious gentlemen Don Quixote de la Mancha,0.57,176,360,1,s,1747,    ,1747
hvd.hn3abv,9707551,11759725,PQ6329.A2 1747,"Cervantes Saavedra, Miguel de,",Dublin;Printed for P. Wilson;1747.,1747,ie ,vol.2,,The life and exploits of the ingenious gentlemen Don Quixote de la Mancha,0.84,324,342,1,s,1747,    ,1747
hvd.hn3abw,9707551,11759725,PQ6329.A2 1747,"Cervantes Saavedra, Miguel de,",Dublin;Printed for P. Wilson;1747.,1747,ie ,vol.4,,The life and exploits of the ingenious gentlemen Don Quixote de la Mancha,0.84,305,322,1,s,1747,    ,1747
hvd.hn3ak2,9707551,11759725,PQ6329.A2 1747,"Cervantes Saavedra, Miguel de,",Dublin;Printed for P. Wilson;1747.,1747,ie ,vol.3,,The life and exploits of the ingenious gentlemen Don Quixote de la Mancha,0.83,321,342,1,s,1747,    ,1747
mdp.39015078564252,1423686,23638702,,"Swift, Jonathan,",London;Printed for Charles Bathurst;1747.,1747,enk,,,Travels into several remote nations of the world,0.53,148,328,1,s,1747,    ,1747
mdp.39015078565416,1423686,23638702,,"Swift, Jonathan,",London;Printed for Charles Bathurst;1747.,1747,enk,,,Travels into several remote nations of the world,0.53,151,326,1,s,1747,    ,1747
dul1.ark+=13960=t5n883f4v,10945050,15533354,,,London;Printed for R. Freeman;1748?,1748,enk,,"Charles Edward;1720-1788;Fiction;Prince, grandson of James II, King of England",The amours of Don Carlos,0.89,139,148,1,s,1748,    ,1748
mdp.39015078548719,2239251,68198702,,"Berington, Simon,",London;Printed for W. Innys [etc.] And sold by M. Cooper;1748.,1748,enk,,"Utopias;Voyages, Imaginary",The adventures of Sigr. Gaudentio di Lucca [pseud.] Being the substance of his examination before the fathers of the Inquisition at Bologna in Italy,0.63,199,340,1,s,1748,    ,1748
dul1.ark+=13960=t6d22ng55,10944435,2015612,,"Smollett, T.",London;Printed for Robinson and Roberts ...;1749 [i.e. 1769,1749,enk,v.2,,The history and adventures of an atom,0.88,193,208,0.999,s,1749,    ,1749
dul1.ark+=13960=t9184177s,10944435,2015612,,"Smollett, T.",London;Printed for Robinson and Roberts ...;1749 [i.e. 1769,1749,enk,v.1,,The history and adventures of an atom,0.88,235,252,0.999,s,1749,    ,1749
hvd.hn3abx,9707474,2274673,PQ6329.A2 1749,"Cervantes Saavedra, Miguel de,",London;Printed for W. Innys [etc.;1749.,1749,enk,v.3,,The history of the renowned Don Quixote de la Manha,0.83,294,316,1,s,1749,    ,1749
hvd.hn3aby,9707474,2274673,PQ6329.A2 1749,"Cervantes Saavedra, Miguel de,",London;Printed for W. Innys [etc.;1749.,1749,enk,v.2,,The history of the renowned Don Quixote de la Manha,0.84,266,278,1,s,1749,    ,1749
hvd.hn4q78,9707488,4612395,,"Cervantes Saavedra, Miguel de,",London;J. and R. Tonson;1749.,1749,enk,v.1,,The life and exploits of the ingenious gentleman Don Quixote de la Mancha,0.8,415,492,1,s,1749,    ,1749
hvd.hn4q79,9707488,4612395,,"Cervantes Saavedra, Miguel de,",London;J. and R. Tonson;1749.,1749,enk,v.2,,The life and exploits of the ingenious gentleman Don Quixote de la Mancha,0.84,459,478,1,s,1749,    ,1749
mdp.39015056795191,3848631,52516252,,"Fielding, Henry,",London;Printed for A. Millar ...;1749.,1749,enk,v.6,Foundlings in literature;England;Fiction;Young men,The history of Tom Jones,0.89,304,318,1,s,1749,    ,1749
mdp.39015056795308,3848631,52516252,,"Fielding, Henry,",London;Printed for A. Millar ...;1749.,1749,enk,v.1,Foundlings in literature;England;Fiction;Young men,The history of Tom Jones,0.84,233,290,1,s,1749,    ,1749
mdp.39015056795316,3848631,52516252,,"Fielding, Henry,",London;Printed for A. Millar ...;1749.,1749,enk,v.2,Foundlings in literature;England;Fiction;Young men,The history of Tom Jones,0.89,325,338,1,s,1749,    ,1749
mdp.39015056795324,3848631,52516252,,"Fielding, Henry,",London;Printed for A. Millar ...;1749.,1749,enk,v.3,Foundlings in literature;England;Fiction;Young men,The history of Tom Jones,0.9,368,382,1,s,1749,    ,1749
mdp.39015056795332,3848631,52516252,,"Fielding, Henry,",London;Printed for A. Millar ...;1749.,1749,enk,v.4,Foundlings in literature;England;Fiction;Young men,The history of Tom Jones,0.89,313,328,0.996,s,1749,    ,1749
mdp.39015056795340,3848631,52516252,,"Fielding, Henry,",London;Printed for A. Millar ...;1749.,1749,enk,v.5,Foundlings in literature;England;Fiction;Young men,The history of Tom Jones,0.89,292,308,1,s,1749,    ,1749
mdp.39015059375686,200109,4044273,PE105.M3,"Mason, John,","London;Printed by J.Waugh, for M.Cooper;1749.",1749,enk,,Style;English language,An essay on the power and harmony of prosaic numbers;,0.85,84,100,1,s,1749,    ,1749
mdp.39015024577101,280367,549956,PZ3.B6435M,"Ahmet PaÅŸa,",London;E. Withers [etc.;1750.,1750,enk,,,Memoirs of the Bashaw Count Bonneval;,0.9,531,543,1,s,1750,    ,1750
ucm.5323840709,9312814,,,"CÃ©sar, Cayo Julio,",London;Printed for J. and P. Knapton ... [et al.;1750.,1750,uk ,,"Obras anteriores a 1800;Historia;510-30 a.C., RepÃƒÂºblica;Roma","C. Julius Caesar's Commentaries of his wars in Gaul, and civil war with Pompey : To which is added, a supplement to his Commentary of his wars in Gaul; as also, Commentaries of the Alexandrian, African, and Spanish wars, by Aulus Hirtius, or Oppius, etc. With the author's life. Adorn'd with sculptures from the designs of the famous Palladio",0.89,476,514,0.998,s,1750,    ,1750
mdp.39015063931714,449777,8246357,,"Hill, John,",London;Printed for T. Osborne;1751.,1751,enk,,,The adventures of Mr. George Edwards,0.89,272,292,1,s,1751,    ,1751
mdp.39015065430756,1798233,23634478,,"Mainvilliers, Genu-Soalhat,",London;Printed for R. Freeman;1751.,1751,enk,,,The beau-philosopher;,0.81,270,303,1,s,1751,    ,1751
mdp.39015078562108,2239288,68198716,,"Paltock, Robert,",London;Printed for J. Robinson [etc.;1751.,1751,enk,v.1,"Voyages, Imaginary","The life and adventures of Peter Wilkins, a Cornish man",0.83,303,330,1,s,1751,    ,1751
mdp.39015078562298,2239288,68198716,,"Paltock, Robert,",London;Printed for J. Robinson [etc.;1751.,1751,enk,v.2,"Voyages, Imaginary","The life and adventures of Peter Wilkins, a Cornish man",0.76,268,336,1,s,1751,    ,1751
mdp.39015078562355,1420784,23625055,,"Kimber, Edward,","London;J. Hinton; [etc., etc.;1751.",1751,enk,v.2,,The life and adventures of Joe Thompson,0.83,349,370,1,s,1751,    ,1751
mdp.39015078562363,1420784,23625055,,"Kimber, Edward,","London;J. Hinton; [etc., etc.;1751.",1751,enk,v.1,,The life and adventures of Joe Thompson,0.82,311,346,1,s,1751,    ,1751
mdp.39015078562520,1423323,6898460,,"Swift, Jonathan,",London;Printed for C. Bathurst;1751.,1751,enk,v.2,,The works of Dr. Jonathan Swift,0.65,163,264,0.999,s,1751,    ,1751
mdp.39015078562686,1423323,6898460,,"Swift, Jonathan,",London;Printed for C. Bathurst;1751.,1751,enk,v.6,,The works of Dr. Jonathan Swift,0.56,137,276,1,s,1751,    ,1751
mdp.39015078564245,1423691,10612024,PR3724.G7 1751a,"Swift, Jonathan,","London;Printed for Charles Bathurst and sold by T. Woodward, C. Davis, R. Dodsley, and W. Bowyer;1751.",1751,enk,,"Voyages, Imaginary;Fiction",Travels into several remote nations of the world,0.89,306,326,1,s,1751,    ,1751
nyp.33433061760330,8613353,36400295,,"Swift, Jonathan,",Dublin;Printed by G. Faulkner;1751.,1751,ie ,v. 3,,The works of Jonathan Swift,0.52,189,430,1,s,1751,    ,1751
nyp.33433074913629,8663329,2813706,,"Haywood, Eliza Fowler,",London;Printed by T. Gardner;1751.,1751,enk,v. 3,English fiction,The history of Miss Betsy Thoughtless,0.89,288,306,1,s,1751,    ,1751
nyp.33433074913637,8663329,2813706,,"Haywood, Eliza Fowler,",London;Printed by T. Gardner;1751.,1751,enk,v. 2,English fiction,The history of Miss Betsy Thoughtless,0.89,290,308,1,s,1751,    ,1751
nyp.33433074913645,8663329,2813706,,"Haywood, Eliza Fowler,",London;Printed by T. Gardner;1751.,1751,enk,v. 1,English fiction,The history of Miss Betsy Thoughtless,0.89,289,308,1,s,1751,    ,1751
nyp.33433074916374,8664062,11670968,,"Coventry, Francis,",London;M. Cooper;1751.,1751,enk,,"Satire, English","The history of Pompey the Little, or, The life and adventures of a lap-dog",0.88,273,294,1,s,1751,    ,1751
dul1.ark+=13960=t7sn0xk3n,10945325,228762827,,"Haywood, Eliza Fowler,",Dublin;printed for Robert Main;1752.,1752,ie ,v.1,"1752;Jones, Jane;Trygarn, Mary;Publisher;Dublin;Main, Robert;Ireland;Place;Provenance;Griffith, Mary",The history of Miss Betsy Thoughtless,0.84,374,388,1,s,1752,    ,1752
dul1.ark+=13960=t9d51cj57,10945325,228762827,,"Haywood, Eliza Fowler,",Dublin;printed for Robert Main;1752.,1752,ie ,v.2,"1752;Jones, Jane;Trygarn, Mary;Publisher;Dublin;Main, Robert;Ireland;Place;Provenance;Griffith, Mary",The history of Miss Betsy Thoughtless,0.85,384,396,1,s,1752,    ,1752
mdp.39015063526902,242681,2421704,,,London;Printed for J. Robinson;1752.,1752,enk,v.2,,The adventures of a valet,0.89,313,336,1,s,1752,    ,1752
mdp.39015063526910,242681,2421704,,,London;Printed for J. Robinson;1752.,1752,enk,v.1,,The adventures of a valet,0.89,314,328,1,s,1752,    ,1752
mdp.39015078564237,1423697,23638725,,"Swift, Jonathan,",Dublin;Printed by and for G. Faulkner;1752.,1752,ie ,,,Travels into several remote nations of the world,0.5,142,350,1,s,1752,    ,1752
njp.32101037622113,9471339,1482950,,"Woodward, Henry,",London;Printed for M. Cooper;1752.,1752,enk,,"1714?-1775;Hill, John","A letter from Henry Woodward, comedian, the meanest of all characters; (see Inspector, no.524.) to Dr. John Hill, inspector-general of Great-Britain, the greatest of all characters; (see all the Inspectors.)",0.63,21,32,1,s,1752,    ,1752
