oclc,AuthorName,AuthorDates,Title,PubLocation,PubDate,Format,VolumeStatement,paratextTitleControlled,EpigraphBoolean,NarrativeForm,NarrativeFormAdditional,NonProseForms,InscriptionBoolean,MarginaliaBoolean,TranslationClaim,TitleOtherWorks,TitleNouns,TitleAdjectives,TitlePlaces,TitleNames,TitleVerbs,TitleObjects,TitleAdverbs,Cataloger
260989,"Cervantes Saavedra, Miguel de,",1547-1616.,"The life and exploits of the ingenious gentleman Don Quixote de la Mancha . Translated from the original Spanish of Miguel Cervantes de Saavedra. By Charles Jarvis, Esq; in four volumes Volume the first.",Dublin,1747,Duodecimo,In four volumes.,Preface,0,Third-person,,,0,0,Translation,,,,,,,,,
260993,"Swift, Jonathan,",1667-1745.,,London,1742,,,,0,,,,0,0,,,"Miscellanies, prose, verse, volume",,,Dr. Swift,,,,
260994,"Swift, Jonathan,",1667-1745.,"Miscellanies. In four volumes. By Dr. Swift,  Dr. Arbuthnot,  Mr. Pope, and Mr. Gay. The fourth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.",London,1742,Quarto,In four volumes.,"Preface, Preface",0,"First-person, Third-person","Letter(s), Poem(s), Essay(s)",,1,0,,,"Miscellany, verse, verse, asterisk, volume, Miscellanies. In, volumes. By, edition corrected: with, pieces in, verse and, prose. Vol. I. By, Miscellany, volume, Miscellany, volume, Miscellany, volume, verse, Love, pit, history, manuscript, year, 1712","four, fourth, several, additional, second, third, fourth, bottomless, famous",,"Dr. Swift, , Dr. Swift,, , Dr. Arbuthnot,, Mr. Pope, Mr. Gay, The, Dr. Swift., , Dr. Swift, , Dr. Arbuthnot, , Mr. Pope, , Dr. Arbuthnot, , Mr. Pope, , Mr. Gay, , Dr. Swift, , Dr. Arbuthnot, , Mr. Pope, , Mr. Gay, , John Bull, , Sir H. Polesworth, ",,"cabinet, ",,
260995,"Swift, Jonathan,",1667-1745.,The works of Dr. Swift. Tome III. Consisting of miscellanies in verse.,London,1742,Quarto,In four volumes.,"Table of contents, Table of contents, Table of contents, Table of contents, Preface, Preface",0,"First-person, Third-person","Letter(s), Poem(s), Essay(s)",,1,0,,,"work, tome, miscellany, verse, work, tome, miscellany, verse, work, tome, miscellany, verse, work, tome, miscellany, verse, miscellany, edition, piece, verse, prose, Miscellany, volume, Miscellany, Miscellany, verses, love, pit, history, manuscript, year, miscellany, verse, verse, asterisk *","corrected, several, additional, second, bottomless, famous",,"Dr. Swift, Dr. Swift, Dr. Swift, Dr. Swift, Dr. Swift, Dr. Arbuthnot, Mr. Pope, Mr. Gay, Dr. Swift, Dr. Swift, , Dr. Arbuthnot, Mr. Pope, Dr. Arbuthnot, Mr. Pope, Mr. Gay, Dr. Swift, Dr. Arbuthnot, Mr. Pope, Mr. Gay, John Bull, , Sir H. Polesworth, Dr. Swift",,cabinet,,
260996,"Swift, Jonathan,",1667-1745.,"Miscellanies. In four volumes. By Dr. Swift,  Dr. Arbuthnot,  Mr. Pope, and Mr. Gay. The fifth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.",London,1747,Quarto,In four volumes.,"Preface, Preface",0,"First-person, Third-person","Letter(s), Poem(s), Essay(s)",,0,0,,,"Miscellanies. In, volumes. By, edition corrected: with, pieces in, verse and, prose. Vol. I. By, Miscellany, volume, Miscellany, volume, Miscellany, volume, verse, Love, pit, history, manuscript, year, 1712, Miscellanies, verse, verse, asterisk, volume","four, fifth, several, additional, second, third, fourth, bottomless, famous",,"Dr. Swift,, , Dr. Arbuthnot,, , Mr. Pope,, and, Mr. Gay., The, Dr. Swift., , Dr. Swift, , Dr. Arbuthnot, , Mr. Pope, , Dr. Arbuthnot, , Mr. Pope, , Mr. Gay, , Dr. Swift, , Dr. Arbuthnot, , Mr. Pope, , Mr. Gay, , John Bull, , Sir H. Polesworth, , Dr. Swift, ",,"cabinet, ",,
260997,"Swift, Jonathan,",1667-1745.,"Miscellanies. In four volumes. By Dr. Swift,  Dr. Arbuthnot,  Mr. Pope, and Mr. Gay. The fifth edition corrected: with several additional pieces in verse and prose. Vol. I. By Dr. Swift.",London,1747,Quarto,In four volumes.,"Preface, Preface",0,"First-person, Third-person","Letter(s), Poem(s), Essay(s)",,0,0,,,"Miscellany, volume, , piece, verse, prose, Miscellany, volume, Miscellany, volume, Miscellany, volume, verse, Love, pit, history, manuscript, year, 1712, Miscellanies, verse, verse, asterisk, volume","four, fifth, several, additional, second, third, fourth, bottomless, famous",,"Dr. Swift, , Dr. Arbuthnot, Mr. Pope, Mr. Gay, Dr. Swift, , Dr. Swift, Dr. Arbuthnot, Mr. Pope, Dr. Arbuthnot, Mr. Pope, Mr. Gay, Dr. Swift, , Dr. Arbuthnot, Mr. Pope, Mr. Gay, John Bull, Sir H. Polesworth, Dr. Swift",,cabinet,,
260998,"Swift, Jonathan,",1667-1745.,The works of Dr. Swift. Tome III. Consisting of miscellanies in verse.,London,1747,Quarto,In four volumes.,"Preface, Preface",0,"First-person, Third-person","Letter(s), Poem(s), Essay(s)",,1,0,,,"work, tome, miscellany, verse, work, tome, miscellany, verse, work, tome, miscellany, verse, work, tome, miscellany, verse, miscellany, edition, piece, verse, prose, miscellany, miscellany, miscellany, verse, love, pit, history, manuscript, year, miscellany, verse, asterisk","fifth, corrected, several, additional, bottomless, famous",,"Dr. Swift, , Dr. Swift, , Dr. Swift, Dr. Swift, Dr. Swift, Dr. Arbuthnot, Mr. Pope, Mr. Gay, Dr. Swift, Dr. Swift, Dr. Arbuthnot, Mr. Pope, Dr. Arbuthnot, Mr. Pope, Mr. Gay, Dr. Swift, Dr. Arbuthnot, Mr. Pope, Mr. Gay, John Bull, Sir H. Polesworth, Dr. Swift's",,cabinet,,
260999,"Swift, Jonathan,",1667-1745.,"Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, then a captain of several ships. The fifth edition.",London,1747,Duodecimo,In four parts,,0,First-person,,,0,0,,,"Travel, nation, world, part, surgeon, captain, ship","several, remote, four, several",,"Lemuel Gulliver, ",,,,
261000,"Swift, Jonathan,",1667-1745.,,London,1747,,,,0,,,,0,0,,,,,,,,,,
261001,"Swift, Jonathan,",1667-1745.,,London,1747,,,,0,,,,0,0,,,,,,,,,,
261002,"Swift, Jonathan,",1667-1745.,"Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships.",London,1742,,,,0,,,,0,0,,,,,,,,,,SR 11/21/11 Penn title derived from record
261003,,,"Memoirs of an unfortunate young nobleman, &c.",London,1743,Duodecimo,,,1,Epistolary,Third-person,,0,0,,,"Memoir, nobleman, year, slavery, contrivance, uncle, story, truth, head, heart","unfortunate, young, thirteen, wicked, cruel","America, ",,,,,
261005,"Quevedo, Francisco de,",1580-1645.,,London,1742,,,,0,,,,0,0,,The Visions of Hell,"works, Spanish",comical,,Don Francisco de Quevedo,,,,
261057,"Swift, Jonathan,",1667-1745.,,Dublin,1741,,,,0,,,,0,0,,,,,,,,,,
261058,"Swift, Jonathan,",1667-1745.,,Dublin,1741,,,,0,,,,0,0,,,,,,,,,,
261059,"Swift, Jonathan,",1667-1745.,"The works of Jonathan Swift, D. D., D. S. P. D. in eight volumes. Containing I. His miscellanies in prose. II. His poetical writings. III. The travels of Captain Lemuel Gulliver. IV. Papers relating to Ireland, and the drapier's letters. V. The conduct of the allies, and The examiners. VI. The publick spirit of the Whigs, &c. with polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c. The sixth edition, revised and corrected.",Dublin,1747,Duodecimo,In eight volumes.,"Preface, Advertisement, Letter, To the reader, Advertisement., To the reader, Preface, Advertisement, To the reader",1,Epistolary,"Third-person, Letter(s), Poem(s), Sheet music",,1,0,,,"work, miscellany, prose, writing, travel, paper, drapier, conduct, ally, examiner, spirit, Whig, conversation, direction, servant, sermon, poem, edition, author, work, miscellany, prose, author, work, author, work, travel, nation, world, part, voyage, voyage, voyage, voyage, country, surgeon, captain, ship, impression, error, edition, author, work, collection, tract, drapier, people, drapier, author, work, conduct, ally, examiner, author, work, spirit, piece, writing, conversation, author, work, year, author, work, direction, servant, piece, prose, verse, life-time, poem, author, work, history, session, parliament, Peace, year, 1713, craftsman, December 12, 1730, answer, treatise, good-manner, good-breeding","poetical, publick, polite, poetical, several, four, several, several, two, original, publick, other, political, polite, other, several, 7, last","Ireland, Lilliput, , Brobingnag, Laputa, Balinbarbi, Luggnagg, Glubbdubdrib, Japan, Houyhnhnm, London, Dublin, Ireland, Ireland, Uthrecht, Windsor","Jonathan Swift, D. D., D. S. P. D., Captain Lemuel Gulliver, Dr. Swift, Lemuel Gulliver, Wood, Whig, Jonathan Swift, D.D,D. S.P.D., Governor Hunter, Rev. Dr. J. Swift,  D.S.P.D.",,"letter, letter, letter, half-pence, letter, letter, letter, letter",,
261061,"Drummond, John,",,"The remarkable affecting case and dying works of Mr. Archibald Oswald, an ensign in the young pretender's service, who received three musquet-shot in his left thigh, in the engagement of Preston-pans, and expired six days of his wounds. Published at his dying request by the Rev. Mr. John Drummond, of Bellzie-Hills, who attended the unfortunate gentleman in his last hours.",London,1745,Octavo,,,0,"First-person, Third-person",,,0,0,,,"case, works, ensign, pretender, service, musquet-shot, thigh, engagement, day, wound, request, gentleman, hour, Memoir, live, family, lord, narrative, proceeding, speech, lord, account, behavior, lords, time, execution, edition","remarkable, affecting, dying, young, three, left, dying, unfortunate, last, faithful, genuine, exact","Preston-pan, Bellzie-Hills","Mr. Archibald Oswald, Rev. Mr. John Drummond, Kilmarnock, Cromertie, Balmerino, Kilmarnock, Cromertie, Kilmarnock, Balmerino",,,,
261062,,,,London,1746,,,,0,,,,0,0,,,"memoirs, lives, families, Lords, narrative, proceedings, speeches, account, behaviour, time, execution","faithful, against, genuine, exact",,"Kilmarnock, Cromartie, Balmerino",,,,
261067,"Busbecq, Ogier Ghislain de,",1522-1592.,"Travels into Turkey: containing the most accurate account of the Turks, and neighbouring nations, their manners, customs, religion, superstition, policy, riches, coins &c. The whole being a series of remarkable observations and events, interspers'd with great variety of entertaining incidents, never before printed. Translated from the original Latin of the learned A. G. Busbequius. With memoirs of the life of the illustrious author.",London,1744,Duodecimo,,,0,Epistolary,,,0,0,Translation,,"travel, account, Turk, nation, manner, custom, religion, superstition, policy, riches, coins, whole, series, observation, event, variety, incident, memoir, life, author","most, accurate, neighbouring, remarkable, great, entertaining, original, Latin, illustrious",Turkey,A. G. Busbequius,,coins,,
261068,"Gueullette, Thomas-Simon,",1683-1766,"Mogul tales, or, the dreams of men awake: being stories told to divert the grief of the Sultana's of Guzarat, for the supposed death of the sultan. Written in French by the celebrated Mr. Guelletee, author of The Chinese tales, &c. Now first translated into English. In two volumes, adorned with proper cuts, neatly engraven on copper plates. The second edition. Vol. I.",London,1743,Duodecimo,In two volumes,Dedication,1,First-person,,,0,0,Translation,,"Mogul, tale, dream, men, story, grief, Sultana, death, sultan, author, tale, cut, copper, plate, Mogul, tale, dream, men, story, grief, Sultana, death, sultan, author, tale, cut, copper, plate","awake, supposed, French, Chinese, English, proper, awake, supposed, French, Chinese, English, proper","Guzarat, Guzarat","Mr. Guelletee, Mr. Guelletee",,,,
261071,"Lambert de Saumery, Pierre,",b. ca. 1690.,Adventures of Astaroth banish'd from hell.,London,1742,,,,0,,,,0,0,,,,,,,,,,
261087,"Gomez,",1684-1770.,"Calabrian, or, The history of Charles Brachy",London,1744,Duodecimo,,,1,"First-person, Third-person",,,0,0,Translation,,"memoir, Calabrian, history, hermit, author, La Belle Assemblee, gentleman",French,,"Baron du Tan, , Charles Brachy, , Madame de Gomez, ",,,,
261093,Tom Thumb.,,"The travels of Tom Thumb over England and Wales; containing descriptions of whatever is most remarkable in the several counties. Interspersed with many pleasant adventures that happened to him personally during the course of his journey. Written by himself; and adorned with a suitable map. Price 1s, 6d. Bound.",London,1746,Duodecimo,,"Dedication, Preface",0,,,,0,0,,,"travel, descriptions, several, county, adventure, course, journey, himself, map, Price","pleasant, suitable, Bound","England, , Wales",Tom Thumb,,,,
261156,"Mouhy, Charles de Fieux,",1701-1784.,"The busy-body: or, successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness; which unhappy faculties, nevertheless, instead of ruining, raised him from the lowest obscurity, to a most splendid fortune. Interspersed with several humorous stories. The whole containing great variety and adventures, equally instructive and diverting. Vol. I.",London,1742,Duodecimo,,"Preface, Preface, Advertisement, To the reader, Letter",0,First-person,,,1,0,Translation,,"busy-body, spy, busy-body, spy, history, man, rashness, faculty, obscurity, fortune, story, whole, variety, adventure, busy-body, spy, history, man, rashness, faculty, obscurity, fortune, story, whole, variety, adventure","successful, successful, entertaining, infinitely, inquisitive, enterprising, unhappy, lowest, most, splendid, several, humorous, great, equally, instructive, diverting, successful, entertaining, infinitely, inquisitive, enterprising, unhappy, lowest, most, splendid, several, humorous, great, equally, instructive, diverting",,"Mons. Bigand, Mons. Bigand",,,"containing, containing",
